step,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,vel_0,vel_1,vel_2,vel_3,vel_4,vel_5,acc_0,acc_1,acc_2,acc_3,acc_4,acc_5,tau_meas_0,tau_meas_1,tau_meas_2,tau_meas_3,tau_meas_4,tau_meas_5,tau_no_contact_0,tau_no_contact_1,tau_no_contact_2,tau_no_contact_3,tau_no_contact_4,tau_no_contact_5,tau_ext_0,tau_ext_1,tau_ext_2,tau_ext_3,tau_ext_4,tau_ext_5,F_ee_x,F_ee_y,F_ee_z
900,0.3563327342140643,1.0430545633683497,-0.4391783429512148,-3.140103100973403,0.9682393421784198,-0.5151584127044962,0.8118675981202824,0.0003208526615756935,-0.0003707176194610029,-0.0014585419714985707,0.0015347303849923034,-0.0006663218439979818,0.4421233740661812,-0.16562194572381395,0.18866363897779653,1.2161630988296275,-1.9656828117842364,0.7138139976125203,50.0,-15.854971236842996,-6.21173452983838,-0.5757944668944951,-2.2208651513238173,5.649864665349936,4.789310735932111,-57.30880444431708,-37.416332768285045,0.019524960985465828,-0.008275215878430196,0.003336074995350967,-45.21068926406789,-41.45383320747409,-31.204598238446664,0.595319427879961,2.2125899354453873,-5.646528590354585,5.224434732704097,-21.836056333461304,21.544886729086954
901,0.3597231916259208,1.0430530248734373,-0.4391766121975636,-3.1400880642889293,0.9682116104506526,-0.5151487964413877,0.8137097788455582,-0.00036923877894019796,0.000415380876279816,0.0036088042736248773,-0.006655614664108682,0.002307903146054186,0.4403455638633691,0.041295581689866356,-0.05174388185727602,-1.2092453350068753,1.944488812566278,-0.743923504783957,50.0,-16.08835994349736,-6.1295964709729445,-0.5484701215195871,-2.2627853686249364,5.649805389861406,4.739901423515019,-57.080682025643654,-37.53092543478316,-0.013449196356452444,0.03581449383874859,0.002749430483512385,-45.26009857648498,-40.992322082146295,-31.40132896381021,0.5350209251631346,2.298599862463685,-5.6470559593778935,6.0615987062295416,-21.558508978683193,21.04629958281189
902,0.3631212939260388,1.0430522033157072,-0.4391757797751947,-3.1400940214470774,0.9682176372092148,-0.5151520955169039,0.8155445520283222,-0.00019717385523242148,0.0001997813685411659,-0.0014297179555704358,0.001446422054917476,-0.0007917781238789678,0.43453171152298964,0.029554120918413584,-0.03174797217043307,-3.258304102339571e-05,0.01606526869870145,0.016537061849080797,50.0,-15.790872170738623,-6.136592269573893,-0.6274781109352358,-2.1329214149228695,5.649099559755503,4.691418285184077,-57.05447064350455,-37.48699267881223,0.002783490017051655,0.013516924715860077,0.003235572900698214,-45.30858171481592,-41.26359847276593,-31.350400409238336,0.6302616009522874,2.1464383396387294,-5.645863986854804,5.8266889342328625,-21.67842171858889,21.286815129159667
903,0.3665269401794819,1.0430518948503542,-0.43917549853289817,-3.140099979170903,0.9682239428786918,-0.5151551074906519,0.8173551008263347,-7.403168473903154e-05,6.749815116436145e-05,-0.0014298537182413666,0.0015133606744953988,-0.0007228736995077978,0.43002658477722555,0.02614066878422805,-0.027996152364084537,-1.6777208881532668e-05,0.01602637110972499,0.014898701671562514,50.0,-15.79002637211137,-6.12890153746184,-0.5891357204304571,-2.1831082375146544,5.649571718245486,4.643432722680147,-57.05129880220202,-37.46885251713819,0.002760995777052743,0.013600977640941134,0.0031914422885583136,-45.356567277319854,-41.26127243009065,-31.33995097967635,0.5918967162075098,2.1967092151555954,-5.646380275956928,5.87938908982964,-21.692732535663357,21.299655099393302
904,0.369940052172244,1.0430520402160564,-0.4391757033349135,-3.140105937186,0.9682305267837784,-0.5151578608063847,0.8191468782629064,3.488776852858533e-05,-4.915248368599079e-05,-0.001429923623278373,0.0015801372207859196,-0.0006607957758762873,0.425030727078628,0.019637882022165987,-0.019672340428341095,0.581016701654328,-0.9079401946065678,0.34464558517553495,50.0,-15.813514731958394,-6.144961034623532,-0.5674104751976401,-2.2113266882020173,5.64954191215385,4.596238378298197,-57.057373799732254,-37.45941596754039,0.010714546713867311,0.002918773430845364,0.0031535003585852917,-45.403761621701804,-41.24385906777386,-31.314454932916856,0.5781250219115074,2.2142454616328626,-5.646388411795265,5.939121245930041,-21.703341536901725,21.30048273677871
905,0.37336054317068457,1.0430525265172104,-0.43917624967061686,-3.140101808105582,0.9682213478382642,-0.5151546306918193,0.8209178396257341,0.00011671227695427694,-0.00013112056880407869,0.0009909793002813266,-0.002202946923408113,0.0007752274956884415,0.42173593148752353,0.023996999761336513,-0.028990225160364924,-0.5773298410988398,0.9226290019320228,-0.3483604062168122,50.0,-15.837978965780598,-6.161869794052132,-0.5457367220481344,-2.240507525261138,5.649538827383949,4.548657630333085,-57.055099996643776,-37.44556104054284,-0.005059763841546244,0.024284275401651637,0.0028785307698549613,-45.45134236966692,-41.217121030863176,-31.28369124649071,0.5406769582065881,2.2647918006627896,-5.646660296614094,5.990588224154114,-21.71780192445529,21.30191686137868
906,0.37678835597349125,1.0430534294329434,-0.43917729930884036,-3.140107702112683,0.9682281867573669,-0.515157448500973,0.8226750726735987,0.00021669977595984574,-0.00025191317363893254,-0.0014145617042971726,0.0016413405846419822,-0.0006762741968816093,0.41624096589207404,0.014471544858870034,-0.013956849947782124,0.5579806541532703,-0.8681257156585214,0.33186144240317905,50.0,-15.810412440824095,-6.126741911645605,-0.572013026603354,-2.196368993125261,5.6492800416464215,4.502162414951452,-57.048105287023155,-37.423370694029515,0.010340029995335486,0.0035391398994228107,0.003092622313661675,-45.49783758504855,-41.23769284619906,-31.29662878238391,0.5823530565986894,2.1999081330246835,-5.64618741933276,6.091545331988825,-21.71039990450927,21.30138163002903
907,0.38022339518195575,1.0430545835907747,-0.43917859125348657,-3.1401039089556497,0.9682199540494616,-0.5151545048267516,0.8244094100314824,0.0002769978795384709,-0.0003100667150880247,0.0009103576880081202,-0.0019758498972685234,0.0007064818131316368,0.41300916312328795,-0.15119965417076608,0.16695901404198243,-0.5555597363615754,0.8657605997117267,-0.3248182848041095,50.0,-15.822882749671423,-6.131699850333824,-0.5427998936915486,-2.2369719744176004,5.6495612399090085,4.455688321164354,-57.24213292194583,-37.29869061564736,-0.004863592406295798,0.02505796110582921,0.0028959807937720653,-45.54431167883565,-41.41925017227441,-31.166990765313535,0.5379363012852528,2.2620299355234295,-5.646665259115236,5.773968819121465,-21.871691533506553,21.542594304165835
908,0.38366560468839117,1.04305311275461,-0.439176984604139,-3.140109760932928,0.9682267519075235,-0.5151572003588637,0.8261302815444961,-0.0003530006795063878,0.0003855958434202354,-0.001404474546831777,0.001631485934863671,-0.0006469277068854862,0.4074767849634853,0.03160325483810289,-0.0316563917306914,1.21210777966146,-1.8997562529305099,0.7037587973398045,50.0,-16.00955750977965,-6.001296484757184,-0.561137470950723,-2.2104393402134903,5.649264646447558,4.411046663228176,-57.01779014103452,-37.412833152970535,0.019264946142329178,-0.008517434239289832,0.0030322121712207774,-45.58895333677182,-41.00823263125487,-31.41153666821335,0.5804024170930522,2.2019219059742006,-5.646232434276337,6.667153788816442,-21.544355226442434,21.036961742418104
909,0.38711488844456554,1.0430521905860641,-0.4391759275449256,-3.140094569372365,0.9682005678861942,-0.5151476778562997,0.8278281014818439,-0.00022132045101429243,0.00025369421120902125,0.003645974535090973,-0.006284165119013453,0.002285400615363699,0.4055607268087602,0.04183355051781634,-0.05240746516075229,-1.2048743503872748,1.898139726278365,-0.7402291905466513,50.0,-15.810277318289879,-6.11054339090435,-0.5330823059039622,-2.248787902365576,5.649370203691988,4.365133220004589,-57.02096065856497,-37.403662285052945,-0.013624444382646376,0.035733384497352985,0.0025084785997913053,-45.63486677999541,-41.21068334027509,-31.293118894148595,0.5194578615213158,2.284521286862929,-5.646861725092196,6.336231756392693,-21.712176019580802,21.295038734492405
910,0.3905712131855803,1.043051994694437,-0.43917578033753796,-3.1401002957692743,0.9682073376795574,-0.5151510065549604,0.8295179378435471,-4.7013990523391e-05,3.532977303922005e-05,-0.0013743352581893388,0.0016247504071464011,-0.0007988876785806811,0.40007178317895686,0.03003064870318206,-0.03228571286915338,0.00043359996384592647,0.01679119944148405,0.016631401779322735,50.0,-15.728710182551017,-6.0216198772985905,-0.6115898918044521,-2.1248616287176443,5.648765239235953,4.320151901308711,-56.993940195169735,-37.35915233210999,0.002563084716496613,0.013984714361125588,0.002987187344960974,-45.67984809869129,-41.265230012618716,-31.337532454811402,0.6141529765209487,2.13884634307877,-5.645778051890992,6.472309118014709,-21.686951829557632,21.293448856396743
911,0.3940344836172753,1.0430523201682387,-0.4391761936459987,-3.1401060146384063,0.9682143989867996,-0.5151540465140069,0.8311849036067928,7.811371240653425e-05,-9.919403058225237e-05,-0.001372528591673314,0.0016947137381525847,-0.0007295901711668364,0.39588473396862334,0.02634380861148755,-0.028224237535099672,0.000441561016984518,0.01673021224281951,0.014986544630553045,50.0,-15.728073265831608,-6.014027164466463,-0.5748490621384563,-2.176511769722588,5.649264955034783,4.275628266817396,-56.991548858868384,-37.34184570651408,0.002542620765115758,0.014066961570999582,0.002945323396697671,-45.72437173318261,-41.26347559303677,-31.327818542047616,0.5773916829035721,2.1905787312935874,-5.646319631638086,6.526460034814086,-21.69768775933842,21.30669521745117
912,0.39750462704782386,1.0430531029998287,-0.4391770969585833,-3.1401117258415483,0.9682217507491155,-0.5151568262899869,0.832834423331662,0.00018787958162106572,-0.00021679502031183434,-0.0013706887541025453,0.0017644229558309993,-0.0006671462352061987,0.39097288498616933,0.01813925720433096,-0.017509671946818184,0.8350729111538385,-1.2982170667319888,0.4892689467026791,50.0,-15.753374948754535,-6.031582733686957,-0.5546922773216507,-2.206764647724262,5.649272593378196,4.232051618047069,-57.002318048177926,-37.33668302475275,0.013980050501000006,-0.0011713123049505864,0.002911496704811484,-45.767948381952934,-41.24894309942339,-31.305100291065795,0.5686723278226508,2.2055933354193114,-5.646361096673385,6.58917414252359,-21.70367585003623,21.30819325243331
913,0.4009815582020701,1.0430542007490786,-0.4391783042585281,-3.140102939251094,0.9682065640206896,-0.51515111181342,0.8344634770191044,0.0002634598199724447,-0.0002897519867569101,0.0021087817090384487,-0.003644814822218954,0.0013714743760549642,0.3885032693238255,-0.14467932021476948,0.158150802787132,-0.830728964466964,1.288985428100419,-0.4924704847277178,50.0,-15.779721368846404,-6.050029211351079,-0.534605403019013,-2.2380374084080845,5.649306917958079,4.188007567953616,-57.19818053625958,-37.21436380737459,-0.008750329290287372,0.030270869898649976,0.002638772235587014,-45.81199243204638,-41.418459167413175,-31.164334596023508,0.5258550737287256,2.2683082783067343,-5.646668145722492,6.273300068960252,-21.871027885437794,21.544440736181453
914,0.4044652342047421,1.0430527867045747,-0.4391767658848134,-3.140108575038495,0.9682137555115016,-0.5151539471716574,0.836082240641287,-0.0003393706809224281,0.0003692096915228066,-0.0013525889762405676,0.0017259577948661245,-0.0006804859769771934,0.3839642497585505,0.04366436947396524,-0.04733137968557177,0.06616306254820722,-0.08418120260442447,0.05081755223570503,50.0,-15.942941643415677,-5.896520739437389,-0.5741855249981168,-2.177849657329534,5.648921923438776,4.145048359269096,-56.9496058927107,-37.307635525198144,0.003368822257851574,0.012925690219567533,0.0028490739754347284,-45.8549516407309,-41.00666424929502,-31.411114785760756,0.5775543472559684,2.1907753475491014,-5.646072849463341,7.170406541560593,-21.519555964790857,21.03365303162413
915,0.4079555762534169,1.0430521307220408,-0.4391760492364405,-3.140113062161616,0.9682194855231017,-0.5151559002807241,0.8376820916819476,-0.00015743580811423963,0.00017199560949959086,-0.0010769095489563708,0.0013752027840143559,-0.0004687461759950891,0.37887795203610963,0.03165218103021561,-0.032133318649331666,1.2075997882332576,-1.8849652119696367,0.6966627484468333,50.0,-15.737263811796478,-6.001585051228815,-0.5437969334530017,-2.2219212261352594,5.649117095716376,4.1032575387136205,-56.971337726975705,-37.30923338126202,0.019035944424680713,-0.007965113930973993,0.0027945485495264434,-45.89674246128638,-41.23407391517922,-31.307648330033203,0.5628328778776824,2.2139561122042855,-5.646322547166849,6.857532023502898,-21.68485501800148,21.295149180806757
916,0.4114524960443145,1.0430520242565389,-0.439175890458183,-3.140096584010635,0.9681924904442162,-0.515145758550408,0.8392607498154314,-2.5551720488341256e-05,3.8106781794042255e-05,0.003954756235348869,-0.006478818932525797,0.002434015275866716,0.37726830345664375,0.04176897214520858,-0.052687654605348966,-1.2664640397700742,1.9813753231015054,-0.7782752415499694,50.0,-15.760555346592449,-6.017117378397885,-0.5297716868304492,-2.2454291626828984,5.649071078892881,4.060090536982598,-56.973185948908565,-37.29869237188529,-0.01464160606468939,0.03708610808967416,0.002283558494194771,-45.9399094630174,-41.21263060231612,-31.281574993487403,0.5151300807657598,2.2825152707725724,-5.646787520398686,6.905613682746605,-21.69707601212438,21.30233732532032
917,0.41495596563214715,1.0430526429468032,-0.43917664639615134,-3.140102093082567,0.9681998942424679,-0.5151491285430355,0.8408327010798341,0.00014848566345002784,-0.00018142511239491177,-0.0013221772636931063,0.0017769115803971426,-0.0008087982305914898,0.37197070865210513,0.029414288367710095,-0.03158130985466495,0.0008150551654687033,0.017176677066086943,0.016592043371551485,50.0,-15.671856130564148,-5.920525503476791,-0.6127260294526378,-2.1159957672733345,5.648518491328402,4.017871615415477,-56.9451658431712,-37.253206036253005,0.002384766426953252,0.014375093089333537,0.002783795638038773,-45.98212838458452,-41.27330971260706,-31.332680532776212,0.615110795879591,2.130370860362668,-5.645734695690363,7.046813845707523,-21.66458341714733,21.301569340495753
918,0.41846589304478277,1.0430537723017963,-0.43917795062074905,-3.140107588004236,0.9682075962469187,-0.5151522104793544,0.8423825790325512,0.00027104519831548657,-0.00031301390345601574,-0.0013187812005036534,0.0018484810681725049,-0.0007396647165433586,0.36805144168945425,-0.1446351454160072,0.1629273028035652,0.0013688919912945713,0.0021165904537870373,0.03493782599912301,50.0,-15.670750449216666,-5.912073220601201,-0.5766169873004209,-2.1700948966954923,5.649080643356323,3.9763833452866804,-57.13982533981704,-37.12508404256013,0.0022935000442261128,0.015564082551140286,0.00288493730155029,-46.02361665471332,-41.46907489060037,-31.21301082195893,0.578910487344647,2.1856589792466328,-5.646195706054773,6.737687843480379,-21.834182329240633,21.54910535832349
919,0.4219822102393922,1.0430523906299591,-0.4391764262463398,-3.1401130591604187,0.9682153349977314,-0.5151546858561942,0.8439161267062573,-0.00033160124091787674,0.000365849858225506,-0.0013130774838732593,0.0018573001950632842,-0.0005940904415470127,0.36344221395695264,0.04290585301334526,-0.044113616846028214,1.294865694651382,-2.018890783369623,0.7483833718844844,50.0,-15.909745172502447,-5.833666241433215,-0.5464530581264407,-2.216785097860019,5.649128467590182,3.936434315651855,-56.92759922838637,-37.255685197765075,0.020119894222829098,-0.009394383540459895,0.002699248413688446,-46.06356568434815,-41.01785405588392,-31.42201895633186,0.5665729523492699,2.2073907143195592,-5.646429219176493,7.585671519634636,-21.48598692311262,21.041241019411334
920,0.4255048371946606,1.0430517538514035,-0.4391756677333341,-3.1400960500094026,0.9681880235613328,-0.515144168466161,0.8454304692644112,-0.00015282685336227148,0.00018204312136705508,0.004082196243840832,-0.006554744735643478,0.0025241736079716724,0.36207110553711175,0.05202107966822522,-0.064289693339534,-1.2891325375710059,2.0149490496936413,-0.7934617598531518,50.0,-15.72139971791632,-5.958775877585429,-0.5287448599513148,-2.246884952369114,5.648932445603305,3.894932279729996,-56.934990855356006,-37.24801113306781,-0.0150444547293446,0.03760882183620806,0.0021580011334474433,-46.10506772027001,-41.213591137439685,-31.28923525548238,0.5137004052219702,2.284493774205322,-5.646774444469857,7.252209489241758,-21.66814629918678,21.29963741520565
